age,workclass,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,hours.per.week
0.4019231132005244,0.42857142857142855,1.0,0.6,1.0,0.5384615384615385,1.0,1.0,0.0,0.0,0.4285714285714286
0.13798424746177673,0.42857142857142855,0.7333333333333333,0.5333333333333333,0.0,0.3076923076923077,0.2,1.0,1.0,0.0,0.5384615384615385
0.272608522780756,0.42857142857142855,1.0,0.6,0.0,0.46153846153846156,0.2,1.0,1.0,0.0,0.4285714285714286
0.272608522780756,0.42857142857142855,0.0,0.33333333333333337,0.0,1.0,0.8,1.0,1.0,0.0,0.3186813186813187
0.11263156513654626,0.42857142857142855,1.0,0.6,0.0,0.0,0.6000000000000001,1.0,0.0,0.0,0.07692307692307693
0.7644056894206956,0.42857142857142855,0.7333333333333333,0.5333333333333333,1.0,0.6923076923076923,0.0,1.0,1.0,0.0,0.03296703296703297
0.23067046841915873,0.42857142857142855,0.6,0.8,0.0,0.6923076923076923,0.2,0.0,0.0,0.0,0.4285714285714286
0.8868284534254298,0.42857142857142855,0.7333333333333333,0.5333333333333333,0.0,0.0,0.2,1.0,1.0,0.0,0.054945054945054944
0.25196497842614196,0.42857142857142855,1.0,0.6,0.0,0.38461538461538464,0.6000000000000001,0.3333333333333333,1.0,0.0,0.4285714285714286
0.23067046841915873,0.42857142857142855,0.7333333333333333,0.5333333333333333,1.0,1.0,0.0,1.0,1.0,0.0,0.4285714285714286
0.7541162678173021,1.0,1.0,0.6,1.0,0.0,1.0,1.0,0.0,0.0,0.16483516483516486
0.48148483371427764,0.42857142857142855,1.0,0.6,0.0,0.46153846153846156,0.6000000000000001,1.0,1.0,0.0,0.34065934065934067
0.7223728749103805,0.42857142857142855,0.7333333333333333,0.5333333333333333,0.0,0.46153846153846156,0.2,1.0,0.0,0.0,0.4285714285714286
0.7745563296727674,0.42857142857142855,0.7333333333333333,0.5333333333333333,0.0,0.6923076923076923,0.2,1.0,0.0,0.0,0.3186813186813187
0.6304312888418507,0.5714285714285714,0.7333333333333333,0.5333333333333333,0.0,0.7692307692307693,0.2,1.0,1.0,0.0,0.8791208791208792
0.08625684640940262,0.42857142857142855,1.0,0.6,0.0,0.5384615384615385,0.6000000000000001,1.0,1.0,0.0,0.20879120879120883
0.7223728749103805,0.42857142857142855,0.0,0.33333333333333337,1.0,0.46153846153846156,0.0,1.0,1.0,0.0,0.4285714285714286
0.45072984267621075,0.42857142857142855,0.5333333333333333,0.6666666666666666,1.0,0.9230769230769231,1.0,1.0,0.0,0.0,0.38461538461538464
0.3310278298365991,0.0,0.6,0.8,0.0,0.6923076923076923,0.2,1.0,1.0,0.0,0.4285714285714286
0.605531558039831,0.7142857142857142,0.6666666666666666,1.0,1.0,0.6923076923076923,1.0,1.0,0.0,0.0,0.37362637362637363
0.20867917644825945,0.42857142857142855,0.06666666666666667,0.4,0.0,0.38461538461538464,0.2,1.0,1.0,0.0,0.4285714285714286
0.38486703237463044,0.42857142857142855,0.7333333333333333,0.5333333333333333,1.0,0.46153846153846156,0.8,1.0,0.0,0.0,0.4285714285714286
0.38486703237463044,0.42857142857142855,0.7333333333333333,0.5333333333333333,1.0,0.8461538461538463,0.0,1.0,1.0,0.0,0.5384615384615385
