age,workclass,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,hours.per.week
0.5665083463627685,0.42857142857142855,0.7333333333333333,0.5333333333333333,1.0,0.46153846153846156,0.0,1.0,1.0,0.0,0.4285714285714286
0.5665083463627685,0.42857142857142855,1.0,0.6,0.0,0.0,0.2,1.0,0.0,0.0,0.4285714285714286
0.813847853925834,0.42857142857142855,0.13333333333333333,0.4666666666666667,0.0,0.8461538461538463,0.2,1.0,0.0,0.0,0.3186813186813187
0.8327563115903412,0.42857142857142855,0.6,0.8,0.0,0.6923076923076923,0.2,1.0,0.0,0.0,0.06593406593406594
0.05876714920504733,0.42857142857142855,1.0,0.6,0.0,0.9230769230769231,0.6000000000000001,1.0,1.0,0.0,0.3186813186813187
0.4185723155403871,0.7142857142857142,1.0,0.6,1.0,0.3076923076923077,0.0,1.0,1.0,0.9999914182190002,0.07692307692307693
0.11263156513654626,0.42857142857142855,0.7333333333333333,0.5333333333333333,0.0,0.38461538461538464,0.6000000000000001,1.0,0.0,0.0,0.4285714285714286
0.25196497842614196,0.42857142857142855,0.2,0.06666666666666667,0.0,0.15384615384615385,0.2,1.0,1.0,0.0,0.4285714285714286
0.34944433060988916,0.14285714285714285,1.0,0.6,0.0,0.15384615384615385,0.2,1.0,1.0,0.0,0.4285714285714286
0.5392720046433142,0.42857142857142855,0.6,0.8,1.0,0.23076923076923078,0.0,1.0,1.0,0.0,0.4285714285714286
0.34944433060988916,0.42857142857142855,0.4666666666666667,0.7333333333333334,1.0,0.9230769230769231,0.0,1.0,1.0,0.0,0.45054945054945056
0.43483495815630047,0.42857142857142855,1.0,0.6,1.0,0.15384615384615385,0.0,1.0,1.0,0.0,0.7032967032967034
0.43483495815630047,0.5714285714285714,0.6,0.8,1.0,0.23076923076923078,0.0,1.0,1.0,0.0,0.8681318681318683
0.4662744024908414,0.42857142857142855,0.5333333333333333,0.6666666666666666,0.0,0.0,0.2,0.0,1.0,0.0,0.4285714285714286
0.36738206728622924,0.42857142857142855,1.0,0.6,1.0,0.23076923076923078,0.0,1.0,1.0,0.0,0.4835164835164835
0.7541162678173021,0.42857142857142855,0.7333333333333333,0.5333333333333333,1.0,0.46153846153846156,0.0,1.0,1.0,0.0,0.4285714285714286
0.711484871347506,0.42857142857142855,0.7333333333333333,0.5333333333333333,1.0,0.3076923076923077,0.0,1.0,1.0,0.0,0.5714285714285715
0.03005589047957924,0.42857142857142855,0.06666666666666667,0.4,0.0,0.38461538461538464,0.6000000000000001,1.0,1.0,0.0,0.12087912087912088
0.25196497842614196,0.14285714285714285,0.4666666666666667,0.7333333333333334,0.0,0.6923076923076923,0.2,1.0,0.0,0.0,0.4285714285714286
0.25196497842614196,0.42857142857142855,0.7333333333333333,0.5333333333333333,0.0,0.7692307692307693,0.6000000000000001,1.0,1.0,0.0,0.4285714285714286
0.7644056894206956,0.42857142857142855,0.7333333333333333,0.5333333333333333,0.0,0.0,0.2,1.0,0.0,0.0,0.4285714285714286
0.5927554510938027,0.42857142857142855,0.4666666666666667,0.7333333333333334,0.0,0.0,0.8,1.0,0.0,0.0,0.4285714285714286
0.20867917644825945,0.42857142857142855,0.7333333333333333,0.5333333333333333,0.0,0.23076923076923078,0.8,1.0,0.0,0.0,0.39560439560439564
0.6892188987206969,0.42857142857142855,0.4,0.26666666666666666,1.0,0.15384615384615385,0.0,1.0,1.0,0.0,0.4285714285714286
0.3121042091252062,0.42857142857142855,0.6,0.8,0.0,0.23076923076923078,0.2,1.0,1.0,0.0,0.47252747252747257
0.05876714920504733,0.42857142857142855,0.7333333333333333,0.5333333333333333,0.0,0.5384615384615385,0.6000000000000001,1.0,0.0,0.0,0.3186813186813187
